af_track_id,af_danceability,af_energy,af_loudness,af_mode,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,af_key,af_speechiness,af_time_signature,af_duration_ms
3YsjPjBsU5QfBFVA9JY0D7,0.685,0.731,-4.428,0,0.0232,0.000744,0.174,0.581,98.098,5,0.0933,4,161013
73WNR9fJWiTwrdKyMlVNf1,0.75,0.739,-7.066,0,0.188,0.0154,0.0886,0.932,169.976,10,0.122,4,231825
7iwhbx1YQcQ675DTj6AmAb,0.593,0.787,-3.67,1,0.303,0.0,0.0917,0.495,191.772,11,0.34,4,204064
6SYSu569pfYdkDT9A5lZqi,0.846,0.812,-2.979,0,0.109,0.00245,0.174,0.587,90.981,4,0.0787,4,198320
26zcbVfaxpenVvQ3v0W5Pa,0.474,0.659,-5.389,0,0.0924,0.0,0.302,0.269,84.777,5,0.152,4,169413
44RqvvU9FeCjcPHZz50jLO,0.882,0.822,-5.135,1,0.00113,0.0,0.0753,0.722,105.06,5,0.25,4,176855
2NuCF6AyI73w6GfMYGhaKA,0.791,0.693,-4.98,0,0.0811,0.0,0.0708,0.624,123.923,0,0.0639,4,174291
3JtdSAwtEZgLrbJ8aRr72t,0.843,0.815,-5.576,0,0.0256,0.0,0.108,0.751,104.971,0,0.225,4,158250
4SlqfJkQNAS7A5cvjBvQ3C,0.626,0.735,-7.13,1,0.0203,0.0,0.162,0.763,199.799,1,0.0888,4,157935
6elUdvgtbNi1LrD3jPLKpe,0.638,0.757,-5.166,0,0.287,0.000338,0.109,0.737,177.938,6,0.0816,4,162731
2nHojVjhDjkCy7spYlqrQx,0.679,0.667,-5.681,0,0.252,0.000317,0.152,0.641,189.9,4,0.385,4,172684
5t4UEmk8EY7rX3djdFtXBo,0.888,0.705,-3.996,0,0.0228,4.56e-05,0.239,0.865,92.025,6,0.268,4,160303
7HL6wIxsT3aRJrUxfVowFn,0.864,0.612,-3.785,0,0.000742,0.203,0.0656,0.604,107.99,10,0.0472,4,181352
1mnG6f1xTV1y5ZflTT6Zcb,0.712,0.717,-4.992,0,0.253,7.56e-05,0.0997,0.723,195.906,2,0.393,4,149388
55EVxb7lAjIAII0hWLYNsN,0.737,0.494,-10.719,0,0.795,0.0,0.0912,0.765,80.98,3,0.145,4,193655
6xo25koGghvozILyHwuOle,0.912,0.654,-7.281,1,0.0349,0.0171,0.103,0.737,108.041,0,0.0879,4,170797
4CVQy4t1gkQQWkZDzWrfEM,0.806,0.632,-4.408,0,0.0945,0.0,0.0818,0.431,68.747,6,0.0592,5,154078
0sU0sm6IunPpIgszZloARu,0.781,0.408,-11.114,1,0.0454,6.42e-05,0.0916,0.541,191.901,9,0.457,4,160000
1vaYGUPwe4Qmi7vsLZdVmC,0.843,0.568,-6.612,0,0.411,0.000137,0.165,0.562,102.954,7,0.137,4,205976
4Y8oN01fJQqvR4fuwMPGlR,0.846,0.552,-10.325,0,0.567,0.139,0.0959,0.785,102.564,1,0.0444,4,196965
4nZdakpQw9adqbdXWvx0Hi,0.788,0.732,-7.194,1,0.0511,1.76e-05,0.251,0.67,100.014,5,0.0711,4,238045
2kQ1WxNv3KKxPYFBgcRSnB,0.812,0.711,-5.377,1,0.0306,4.63e-06,0.0827,0.337,99.976,9,0.0719,4,175117
45fLqWh00Lqy13dgwWkF0Z,0.625,0.8,-5.916,0,0.298,0.00149,0.0737,0.358,193.39,1,0.127,3,194429
0cWaeIRKpvONSfktDzK4fN,0.887,0.664,-5.795,1,0.112,4.64e-06,0.116,0.421,101.015,7,0.16,4,155613
3Azfxy310AeqVbUsx4Mqql,0.704,0.663,-3.172,0,0.453,1.49e-05,0.0955,0.676,187.963,6,0.363,4,145446
4v0DontD9QPBxyqfvEZyhT,0.813,0.79,-4.303,1,0.00252,0.0124,0.0552,0.332,93.008,5,0.0897,4,188064
71pdnPwplhMtpcz8UUL4rB,0.679,0.568,-7.564,0,0.4,3.59e-05,0.0732,0.712,188.066,11,0.106,4,191187
2dt23O3HIq4kHSNjZxAHJ3,0.676,0.543,-6.5,1,0.477,1.47e-05,0.332,0.845,170.104,9,0.0712,4,156394
6zlYaRWFJkEF8mr1CLkbMW,0.655,0.506,-8.401,0,0.0546,0.0,0.0881,0.598,97.367,7,0.331,4,126600
7DB7w71TX2dsjOzDCM2T5I,0.558,0.632,-5.909,1,0.0847,2.9e-05,0.221,0.339,96.977,5,0.0524,4,233804
6XhO1FHfsNc3ULWDePrQvk,0.852,0.554,-5.224,1,0.0128,8e-05,0.0678,0.847,94.985,6,0.202,4,156000
5ghr7gRNa6p7LONBPkK70o,0.768,0.537,-6.485,1,0.598,0.0005,0.0748,0.77,91.15,6,0.145,4,195868
7uCaiDV14JCg35hbKtaAAS,0.693,0.644,-4.633,0,0.139,4.24e-06,0.13,0.848,124.114,5,0.418,4,149032
0qM5XYkTZeOSrWJzgsz2Nr,0.746,0.842,-5.566,1,0.036,1.16e-06,0.219,0.451,97.122,7,0.215,4,123711
01bWQ4TPGmsP6FS64nF4R9,0.793,0.744,-3.966,0,0.00901,0.0204,0.258,0.718,98.001,1,0.0993,4,177377
6JFep1ZmBTc9r38tOwTDIx,0.816,0.521,-9.145,0,0.266,6.28e-06,0.0639,0.85,100.001,10,0.12,4,174353
7uZac6dWgEZYiHolU9dgZG,0.897,0.748,-4.588,1,0.0663,0.0,0.0955,0.408,102.983,8,0.16,4,207614
2pNSi1RkuV0vNVRLI4SOtb,0.541,0.832,-6.036,0,0.291,0.0,0.145,0.726,101.237,11,0.255,4,168147
0yjK8OIi27RcHyXC8Yp4hx,0.824,0.434,-8.18,0,0.072,0.0,0.0646,0.797,96.011,11,0.309,4,161177
4igfpW5k1vWhsUnVawdilN,0.542,0.64,-9.193,0,0.0219,0.0,0.333,0.549,180.242,1,0.308,3,150000
6YjqFGodOvJZOjyquzEsIN,0.75,0.643,-6.199,0,0.00699,0.000247,0.0969,0.902,190.079,6,0.281,4,113780
3MQXfgB6rQbtS5tDCZR1im,0.868,0.917,-5.016,1,0.0226,0.0,0.107,0.745,120.031,7,0.162,4,218336
17DiAfqZlhE4RkDlx0UTM1,0.824,0.614,-7.277,0,0.134,0.000252,0.0565,0.473,100.249,2,0.261,4,223089
0NVycXLIVoCBxQJ0Lpbbz1,0.774,0.783,-4.544,0,0.139,0.0,0.622,0.683,101.981,11,0.351,4,144116
6alIH9pO3MTVW56AzSuDGj,0.806,0.69,-7.74,0,0.0939,0.0,0.0768,0.83,100.111,3,0.123,4,156082
5NmHsYhyHxXivNfuI7s1su,0.669,0.823,-3.708,0,0.336,1.38e-06,0.27,0.766,132.196,9,0.169,5,209293
3zycyBK3RiecrkrP8NPLxu,0.956,0.48,-7.474,1,0.135,0.0,0.104,0.849,126.935,1,0.269,4,181658
5teddmNrgHKsy7Jx8rLFkX,0.741,0.774,-5.568,0,0.144,2.19e-06,0.291,0.778,96.915,5,0.154,4,230742
0gH8MrEnV16R2YGzTHJpCZ,0.824,0.712,-6.797,1,0.183,0.0,0.0958,0.553,89.971,0,0.0818,4,183680
1J0vxvt4DVirTTZu711R0M,0.643,0.614,-7.455,1,0.0586,0.000272,0.199,0.587,195.855,7,0.296,4,173256
3KYYZUOrOvKuOdPhmvchcJ,0.704,0.553,-4.802,0,0.43,0.0,0.12,0.644,183.712,0,0.389,4,222240
7lsQNMr4ICSx0u5r9UJJ0W,0.579,0.641,-6.111,0,0.0599,0.0,0.0697,0.652,97.337,2,0.239,4,171653
1W0VrxYy1cCuaKe2ZplvMt,0.78,0.856,-6.264,0,0.0233,0.0,0.0916,0.605,104.904,8,0.267,4,195429
3aR8c3lE3sIZHfbYV6tK48,0.754,0.716,-6.165,0,0.121,0.00266,0.661,0.668,95.018,6,0.0633,4,157000
2TeOZuWhRrTdovEGP3CmrQ,0.911,0.719,-5.312,1,0.233,0.00079,0.599,0.355,103.043,8,0.118,4,153699
3sgrKxWgDYh0thsqejwggc,0.808,0.883,-5.924,1,0.0971,0.349,0.393,0.489,104.986,2,0.0616,4,130905
2KhZcfqf9vskdQ0bbmZq7J,0.651,0.646,-6.803,1,0.324,0.0,0.0758,0.835,134.944,11,0.0333,4,169500
6bnwjfLGQgsdB3eSWWW13W,0.895,0.43,-6.4,0,0.126,0.0,0.0701,0.793,107.044,3,0.143,4,162034
7wpSnL1WUnGfYWcrd8y2n3,0.632,0.556,-4.793,0,0.314,0.000346,0.106,0.355,118.969,11,0.297,3,174000
0FssM3rIyBe3fZ02i3hYdy,0.755,0.723,-5.845,0,0.0269,0.00401,0.206,0.312,100.024,6,0.146,4,158308
0MnRaCP2vAeUEEFbNx77Wp,0.929,0.536,-5.941,1,0.0868,0.0,0.0693,0.887,130.05,0,0.281,4,194311
75YepABRsjjwo7YLU5QA0X,0.734,0.686,-5.227,0,0.0201,0.000362,0.127,0.655,120.328,1,0.24,4,134083
0jnNF53wBDWdMFZTt0ZLe0,0.582,0.768,-6.108,0,0.238,0.0,0.132,0.87,103.874,6,0.262,4,217439
1Ij7SCruCh2914eH7V0XcK,0.63,0.61,-6.262,0,0.103,1.2e-05,0.0862,0.217,120.144,9,0.109,4,178250
7JqF4AHCyokdICrFYF91zE,0.951,0.702,-4.999,1,0.373,0.000246,0.159,0.763,124.976,1,0.101,4,190140
4YaKdKVcrM6Gf5ZALtp0gI,0.824,0.666,-5.734,0,0.179,0.000204,0.1,0.88,180.004,3,0.286,4,184401
7b4lZWvZtJowzSEI5sDSK6,0.914,0.853,-2.459,1,0.0443,0.0,0.149,0.686,125.993,1,0.177,4,138095
6in4nDdWDOq0T9WL5juhIH,0.806,0.521,-5.438,0,0.0135,0.0406,0.0628,0.475,188.114,5,0.288,4,198032
36UAh8lq8r62uopY9Du1w3,0.867,0.635,-6.317,1,0.00547,2.67e-05,0.0703,0.52,102.037,1,0.0771,4,174118
0g8FVJPtUXIB1kKQCtBT16,0.868,0.568,-4.434,0,0.0267,0.0,0.0741,0.682,97.931,7,0.0822,4,168014
71nHBn2WKYkjSlwf4GH0JF,0.859,0.653,-6.577,0,0.0679,6.52e-06,0.321,0.774,130.018,10,0.0656,4,184065
2u23s4M0ATWN9rAuJBt0sT,0.898,0.685,-6.432,0,0.14,0.0003,0.0781,0.813,129.986,8,0.154,4,171590
1yLEdnmj3BiPRuXmsR1WaA,0.823,0.648,-5.127,0,0.0763,0.0,0.0902,0.623,101.906,11,0.0845,4,135784
6ykGYmFGCSqfaMKgopoELz,0.568,0.725,-7.395,1,0.311,9.2e-06,0.113,0.715,95.599,1,0.159,4,167260
5obmv1Jq1DnSiZKfYZ9vdQ,0.906,0.706,-6.458,0,0.195,8.79e-05,0.0561,0.679,98.026,6,0.196,4,192077
3Hww8CLfspuopHZxE4GUGV,0.904,0.626,-5.891,1,0.101,2.92e-05,0.122,0.512,100.003,2,0.197,4,166506
1nYj5Hv2ON80QokibDMvOE,0.759,0.625,-7.933,1,0.121,0.0,0.0888,0.626,120.112,7,0.191,4,185834
6uUSmhfdiOR7gYeTN430kA,0.821,0.735,-8.084,0,0.0545,0.0,0.122,0.538,110.057,8,0.164,4,178909
442ctQ3OBBk8aMo3Ma3wRX,0.689,0.854,-3.602,1,0.119,0.00408,0.322,0.796,174.054,8,0.111,4,196638
1SveOxUxAxhrCWBhdfbjQu,0.854,0.529,-7.454,0,0.176,0.00474,0.0765,0.831,106.998,10,0.0541,4,218754
1xTRBBczIpKiqgFBrXZ6JY,0.779,0.471,-8.735,0,0.237,0.0722,0.102,0.349,94.985,1,0.115,4,177994
4NUgjW9bM2c21LzUvrvUPc,0.888,0.562,-6.355,1,0.0666,1.76e-06,0.0809,0.569,98.001,0,0.148,4,168367
3Z2AzZDyeu1Fr5HmKc1KJ9,0.787,0.836,-5.083,1,0.0175,0.0341,0.0875,0.429,100.02,1,0.0395,4,211917
1htiTRFICVGPkn7JkRrSRa,0.668,0.578,-4.399,0,0.58,0.0,0.0691,0.404,99.774,9,0.0825,4,210000
7FHswZNIRuGrq58FLFvZsU,0.827,0.649,-5.157,1,0.298,6.63e-05,0.293,0.64,130.149,10,0.356,4,195989
5APk8dXNf2EN1bc34Tv46C,0.823,0.631,-5.909,1,0.000451,0.00175,0.0973,0.405,108.001,1,0.0647,4,189211
7tXCV0UwFwBxqum6i25you,0.847,0.573,-6.032,1,0.00739,0.0149,0.0845,0.332,99.919,0,0.253,4,137595
39CGO7vhsI9eSzY29omwoC,0.847,0.578,-5.49,0,0.0893,0.0,0.0485,0.828,102.073,5,0.272,4,171765
1YOzmgmkf24jBZLVOwdMMR,0.495,0.722,-5.115,1,0.309,0.0,0.14,0.596,189.812,1,0.413,4,186642
6nIFwK2LmLoekOxBJ0SL9R,0.738,0.58,-6.963,0,0.249,0.0,0.109,0.74,159.968,10,0.315,4,194787
5vJxmMmw4fJX0hNxH6fVHV,0.808,0.844,-5.968,1,0.161,0.00033,0.125,0.726,125.945,4,0.0951,4,198197
1VsClV89BOYGlN7RITBHYc,0.709,0.658,-6.18,0,0.0241,0.00155,0.117,0.513,104.813,7,0.0955,4,146795
22lVuTzTKquulGDUoXpwZD,0.597,0.663,-8.347,0,0.231,0.0,0.214,0.421,104.183,7,0.495,4,204788
0zalvf0K8iR2IV0DnFciqR,0.93,0.754,-4.738,0,0.0811,0.435,0.0619,0.604,125.015,6,0.0596,4,155553
2Tqx4GFD1TfbOwBHZgltwM,0.737,0.668,-10.975,0,0.0987,0.000373,0.142,0.926,105.056,5,0.401,4,171000
1jBUDoRX27YLum3u2AEzJx,0.871,0.556,-5.781,0,0.00621,8.97e-06,0.0473,0.458,105.011,2,0.05,4,136875
5AJuPOJW3hLErTdYmP3qM6,0.813,0.705,-4.21,1,0.148,1.81e-06,0.156,0.462,99.983,6,0.0443,4,199200
1MVP0lWdOFspDWcoKoScCj,0.726,0.9,-3.405,1,0.0766,3.66e-06,0.178,0.313,113.016,9,0.22,4,189027
3mBlNX9LKkJU8BM9B3k23Y,0.776,0.689,-9.21,0,0.106,1.06e-05,0.196,0.667,97.978,5,0.0485,4,190512
2ZOo4S1nhgSzmmKqJFkbAu,0.712,0.631,-7.541,1,0.306,0.0,0.127,0.574,150.012,1,0.0377,4,223600
6AGh6iGWH5fsDKkVlE59Uh,0.865,0.613,-7.562,0,0.352,1.22e-05,0.124,0.871,117.973,1,0.0418,4,245858
3qSLaqWAsUdpf830MjlRTm,0.563,0.845,-5.221,0,0.157,4.21e-06,0.156,0.322,127.873,3,0.085,4,274920
6CUojkW9BdOzAbnMryjVJI,0.726,0.952,-1.483,0,0.0324,0.0,0.191,0.655,97.963,8,0.217,4,250421
3EsMtFNz93GIiPpnTTJGW8,0.721,0.802,-6.226,0,0.135,1.24e-06,0.338,0.661,96.004,6,0.046,4,201387
4fCR5COPBAKXUJAhuUl5W7,0.709,0.896,-2.175,1,0.0996,0.0,0.0587,0.626,87.96,7,0.127,4,241072
0WuibCj8uDcWgQ9oYWXUXS,0.389,0.725,-5.546,0,0.155,7.3e-06,0.203,0.393,175.978,7,0.069,4,200725
3FX1ELIrd9B6YsmJX2Qwao,0.552,0.926,-5.967,1,0.000227,0.069,0.144,0.16,127.978,10,0.0335,4,281670
0h9Pi6PtB9fOEfey5Rh2dE,0.618,0.96,-4.156,0,0.0116,8.42e-06,0.703,0.874,90.071,4,0.077,4,209224
4KjuEDEvjIR1PDzQQYhoGy,0.677,0.936,-5.873,1,0.368,0.0,0.446,0.676,128.0,10,0.0439,4,191407
1BbfIp80N3ZW6jOKtwJzYm,0.732,0.734,-5.139,1,0.753,0.0,0.0985,0.489,149.994,9,0.111,4,249595
2gAJ57AkNbBtPQOuFLrGe8,0.594,0.911,-2.858,1,0.0265,0.0,0.162,0.553,150.02,0,0.0339,4,281600
16hxPVDdazmOOo6QT2grK5,0.589,0.745,-5.391,0,0.309,6.03e-05,0.109,0.248,90.908,7,0.0637,4,194119
0M66M26ERKsVM2L4kpuFQo,0.636,0.854,-8.256,1,0.00743,0.307,0.0883,0.148,128.007,1,0.0405,4,228770
1aKipNawDIPnC6gkXOvpWu,0.733,0.701,-6.799,0,0.0304,0.0134,0.134,0.0754,128.024,0,0.0425,4,341250
7GsMKEGCSTb0zHqH4qtRN8,0.667,0.867,-5.559,0,0.046,0.0,0.0772,0.617,96.948,11,0.0466,4,242805
3zL4exmKz5syzSXZJEJb5u,0.766,0.629,-4.67,1,0.159,0.0,0.0655,0.554,105.007,5,0.0804,4,202000
4f5z0WDEaSgYnEntCC4sRC,0.785,0.69,-4.749,1,0.00939,3.96e-06,0.112,0.469,95.023,2,0.0759,4,165245
0kfK4EtmH6k2kiBLPqg20Y,0.775,0.924,-2.783,1,0.405,0.0,0.0669,0.755,98.236,3,0.309,4,200933
5kNY827HpHytxb6a41pfLQ,0.658,0.728,-5.275,1,0.0872,0.000289,0.115,0.446,104.963,7,0.0338,4,227373
6DlsyQu6NCdRaJvCk16A98,0.802,0.878,-2.247,0,0.0168,0.000127,0.119,0.76,99.974,5,0.0379,4,192000
5Ju9XmTQyMuKaYcIjJgI0y,0.776,0.758,-6.08,1,0.15,0.0,0.0542,0.581,112.979,9,0.115,4,242649
2SNg9NF6I2tZzk1OLGUsQG,0.752,0.803,-6.752,0,0.0442,0.0,0.302,0.639,91.983,1,0.0871,4,241338
3lMZAnQgm5Sjr6KDR0uZNw,0.744,0.792,-4.816,1,0.0962,0.0,0.101,0.744,96.031,1,0.0751,4,240136
5b1qkYsulPQxSn2mmBRDbN,0.727,0.899,-4.429,0,0.393,0.0,0.489,0.645,139.962,0,0.147,4,238711
2E32QoPYNwwQLpwlSCyIhX,0.691,0.868,-4.076,1,0.0206,0.0,0.226,0.811,114.975,4,0.0536,4,211172
3CEVQNNzwd0Plan2R5I5Yw,0.793,0.929,-4.463,1,0.0124,0.0,0.0691,0.806,124.992,10,0.112,4,235616
30VzjW1X8EMKmzKkUoGhCI,0.698,0.749,-6.159,0,0.728,0.0,0.408,0.817,90.024,6,0.139,3,244799
24yvlhBLVFyiEOZN6fWSPZ,0.7,0.661,-7.576,0,0.0502,0.0,0.132,0.362,83.991,7,0.194,4,199427
3x5IHbEDkbwIYcge3iWazt,0.758,0.826,-5.569,1,0.0791,0.0,0.0901,0.188,145.048,1,0.245,4,356027
0gT1wHTik1C3v6f9yHFwLh,0.59,0.838,-4.074,0,0.00819,0.000704,0.135,0.0855,109.987,5,0.0457,4,198533
1m7n7pROGu954hTQtSVTYm,0.758,0.871,-3.794,1,0.0219,1.18e-06,0.0633,0.513,107.98,9,0.0516,4,175556
3e02dTpDl3J2LQ0HvlluJn,0.71,0.947,-1.799,1,0.148,0.0,0.252,0.825,104.03,8,0.0352,4,249483
1PrbrfwL83xojczf9B7l0g,0.754,0.944,-3.664,1,0.181,0.0,0.0764,0.645,110.014,1,0.0929,4,251547
0Ft7B7xB781P2lrdGIVaHo,0.62,0.871,-5.061,1,0.0564,0.0,0.276,0.791,128.019,5,0.139,4,238413
6367glu3JEfj7oJ03oAe7L,0.721,0.856,-3.617,0,0.00795,0.0,0.0552,0.885,100.06,1,0.142,4,237147
1mFB6njWi8fK9cBHPVVlQ2,0.679,0.587,-8.974,0,0.313,5.55e-05,0.0952,0.361,149.011,6,0.0624,4,245290
3CltfqYIdqRzTXmpJrM4Kf,0.687,0.844,-2.38,0,0.276,0.0,0.217,0.61,170.02,6,0.166,4,214676
57ogj5vevbzdRtC8Ng2Rtx,0.663,0.839,-5.229,1,0.233,0.0,0.22,0.41,90.974,4,0.0557,4,264827
4QtkVr6LwhkB91LhyB2O3e,0.594,0.733,-7.516,1,0.256,0.0,0.224,0.221,143.771,2,0.291,4,235273
3sJ7NkecvtR9razQi5ZjQF,0.751,0.84,-4.674,0,0.0953,0.0,0.653,0.509,88.039,6,0.108,4,256465
2s4npyJ0dfZ3uEZ5mw6X7K,0.708,0.845,-3.332,1,0.218,0.0,0.19,0.565,91.996,0,0.139,4,222507
2iMyCU23h5977lOA4brtf4,0.595,0.486,-5.973,0,0.114,0.0,0.599,0.302,145.146,6,0.0373,4,184491
3nOYFAYXCZo3QfIiNNqdrQ,0.895,0.678,-8.935,0,0.288,0.0,0.405,0.848,130.012,10,0.0646,4,201718
3rrO9vddarA7XWYVsomwj2,0.608,0.494,-4.113,0,0.0102,0.00202,0.0911,0.262,180.055,4,0.261,4,194667
10SMHUNB1vFqprgSPgpkVG,0.817,0.745,-4.472,0,0.0844,7.08e-05,0.0614,0.221,134.977,11,0.0907,4,250694
0plG2U2DWnv7gGTsdxdiMb,0.901,0.828,-1.122,1,0.0756,0.000225,0.091,0.475,134.999,0,0.138,4,238000
32uOJKoOwy5Ol2IxPPDKRq,0.812,0.707,-6.33,1,0.0683,0.0,0.0792,0.53,92.995,9,0.0669,4,241960
61zb08Z5sF4s0olbb7RI5f,0.526,0.801,-6.498,0,0.000497,0.000115,0.0967,0.293,133.966,6,0.0299,4,333333
6mg2Cg0yFPPMDuMllu9jEt,0.707,0.856,-2.96,0,0.0863,0.0,0.0696,0.607,100.207,11,0.0965,4,250200
4utnAvgRcZLBaC2jXklt17,0.821,0.703,-7.094,1,0.0163,2.97e-05,0.226,0.561,96.963,0,0.0613,4,200733
0WOnTl9cB4qaAPjrllhvbd,0.854,0.78,-5.528,1,0.132,1.21e-06,0.189,0.848,119.972,7,0.108,4,226836
7FljiB7BrK3o4pCkNAJRyI,0.624,0.918,-4.001,0,0.0526,0.0,0.0588,0.495,129.066,11,0.0412,4,189500
0yXOfQ9g1xMmJA4UY8qvSL,0.768,0.856,-4.989,1,0.014,4.11e-06,0.114,0.234,127.973,2,0.0445,4,281500
4U4IsZZurZhVnkxnkzXqsJ,0.837,0.659,-6.741,0,0.198,0.0,0.303,0.844,91.995,0,0.0821,4,263478
2eX4TGFna9BzppcUxnPCww,0.768,0.773,-5.402,1,0.0666,0.0,0.106,0.39,139.905,1,0.282,4,281143
02BbvlQc1tcJQ7idNrUQ74,0.666,0.681,-1.348,0,0.279,0.0,0.105,0.355,139.751,1,0.21,4,305138
0pA8nTkyVvFdd1HO0oaOrB,0.677,0.841,-7.091,0,0.0681,0.0,0.0917,0.665,127.924,3,0.0838,4,226307
2tqTuuLc51Uw2zWYmA9BJq,0.731,0.899,-5.222,1,0.00542,0.856,0.226,0.164,128.021,2,0.0976,4,181875
2DlWFiFyF8h5EJtfoNCccz,0.68,0.884,-4.804,1,0.00265,0.00236,0.158,0.238,127.986,7,0.0669,4,204375
6GvSHhIxdWaQJbiQyzdOCy,0.728,0.932,-4.141,1,0.147,0.0,0.287,0.715,128.005,4,0.0569,4,261148
5RKQeKvovGZWTj3iuohOPf,0.67,0.88,-4.897,1,0.422,4.22e-06,0.0829,0.906,179.981,0,0.0877,4,196006
0vLYRMgCyCKYF9LKuRMyiW,0.614,0.699,-8.789,1,0.00748,3.07e-05,0.142,0.212,147.968,2,0.0691,4,297824
2qREd94onBbV1IGCexmEb6,0.547,0.565,-7.117,1,0.00169,2.36e-06,0.0818,0.542,128.032,8,0.0447,4,178774
4Qd9h8q6HWN5On0A4nL2GS,0.659,0.731,-6.131,0,0.208,0.0,0.158,0.206,127.976,4,0.0792,4,249385
6Wi5sMyQwiCB13sDSUnFaj,0.751,0.659,-6.267,0,0.000689,0.00512,0.0299,0.574,127.985,5,0.0756,4,233472
5U3H1fXmbPDfyaqt8TzJ68,0.715,0.916,-5.138,0,0.00196,2.3e-06,0.0692,0.718,128.01,4,0.142,4,316723
7h7bI2qpPJPsKtbiBO3Ph3,0.824,0.845,-4.091,0,0.0153,0.506,0.0819,0.849,105.023,4,0.0778,4,175381
54o97glZqjfQambK2yyNCG,0.803,0.761,-4.334,0,0.021,5.58e-05,0.127,0.568,111.997,9,0.0621,4,217973
2poYt6BDXd7qMHvJdYZiij,0.822,0.567,-5.691,0,0.694,0.0266,0.1,0.202,104.989,10,0.0341,4,202452
6kWrMFDpOzAwKPlBplGs3m,0.601,0.972,-3.163,1,0.00175,0.719,0.0844,0.347,128.006,5,0.162,4,163161
4tZb7ogoZiUIuWHKxesaPG,0.746,0.915,-2.677,1,0.138,0.094,0.122,0.939,124.032,8,0.0502,4,242103
1UGe0pLTZ9rYBb4b6DFZ76,0.736,0.724,-5.67,1,0.29,0.0,0.316,0.798,90.019,7,0.0465,4,185147
4cuHB56Vlh6dHycYLSzowC,0.767,0.573,-6.414,1,0.0687,0.000994,0.0875,0.688,98.953,2,0.0545,4,207100
7KAjSwWDoJ8LY8UOqgp7mh,0.665,0.614,-9.515,0,0.0169,0.000585,0.565,0.141,127.972,11,0.0538,4,249854
7zoaxuyAARzX2SqkiHQQqD,0.693,0.791,-3.847,1,0.0369,0.0,0.0947,0.848,174.009,8,0.0726,4,183054
53E2uYu1w4yMbZyh1UD4Hs,0.626,0.718,-5.904,1,0.6,0.0,0.238,0.639,109.369,6,0.0536,5,280451
5uv1al3bjlhyDFVmRjWpPu,0.742,0.658,-5.586,1,0.188,4.37e-05,0.714,0.064,180.096,4,0.0835,4,186741
31OxOoAMgq8zCXwG9xCrYl,0.689,0.835,-3.168,1,0.25,0.0,0.179,0.605,104.345,1,0.37,4,182857
3QEqBKFS8boYIAELBcHUnj,0.519,0.775,-5.011,1,0.00186,0.00731,0.0564,0.0373,128.013,1,0.0344,4,258750
2WfNrjgXHbtAPnklXDc9y4,0.786,0.797,-4.616,0,0.22,4.17e-05,0.521,0.972,113.999,0,0.0338,4,187000
1N2WgeL41XVWSPJ7kZrVts,0.588,0.942,-4.386,0,0.236,0.209,0.0579,0.823,160.008,9,0.0388,4,168000
4kfUztREwDlVaHLR2m7j9y,0.712,0.757,-3.979,0,0.451,0.0,0.122,0.312,140.017,6,0.0447,4,213481
4qqNYYAEhtxEfqtWEbqZuy,0.725,0.553,-5.94,0,0.00974,0.0,0.13,0.298,121.854,5,0.0452,4,259827
1Hm7dHnPVarIrxbxh5h8PN,0.715,0.93,-4.366,1,0.0241,0.0,0.0583,0.636,130.026,0,0.0829,4,177250
7vZC0KSIwq6H2kpBb1lyET,0.788,0.82,-5.803,1,0.141,7.76e-06,0.0606,0.924,175.964,8,0.0701,4,197743
0IBSKqWL16eHHqXl6HoPWy,0.708,0.797,-4.891,1,0.0361,2.51e-06,0.0872,0.651,129.983,0,0.0372,4,199507
3gsq024FJzXqC8HqykxMcM,0.709,0.711,-3.496,1,0.101,0.000476,0.096,0.324,105.063,8,0.0404,4,212080
67XvTYkcS9uvlCOlLFGyXJ,0.692,0.575,-7.531,0,0.407,9.9e-06,0.159,0.615,136.814,7,0.16,4,208533
5QGLpB2xz5sqsl9pWjBXZ5,0.708,0.803,-6.145,0,0.362,0.0,0.134,0.817,98.015,5,0.0506,4,245670
6EfPYZWmBWO2KSR5AAPeid,0.857,0.609,-5.752,1,0.0889,0.0,0.0949,0.201,125.987,11,0.137,4,270476
3zTlidxfvKnuLay7tmxTfI,0.776,0.908,-5.167,0,0.0626,0.0,0.0536,0.656,149.969,7,0.0578,4,184910
2hZ5NI2lYYwymQFUyANlOt,0.808,0.778,-5.502,0,0.337,0.0,0.0682,0.947,84.018,5,0.109,4,226000
7JIUI9bHyaifT8EAyNWqBU,0.711,0.947,-4.752,0,0.0724,0.0,0.0725,0.84,120.044,9,0.0484,4,187933
6DXLO8LndZMVOHM0wNbpzg,0.7,0.917,-4.897,1,0.0773,0.0,0.065,0.888,130.04,0,0.115,4,198787
3xmmKCqEPNloZT9myIx0Hn,0.752,0.806,-3.834,1,0.185,0.0,0.0824,0.632,97.022,8,0.124,4,194283
4zHkiH22u64gB8fIK2QjmP,0.72,0.823,-2.735,1,0.0588,2.37e-06,0.0949,0.632,104.976,9,0.0688,4,193240
1MQf5l7HVrFWnqaDWMmP88,0.673,0.939,-2.332,1,0.0128,0.000106,0.32,0.186,128.004,9,0.142,4,176241
